id;Full_name;Department;Hora_entrada;Hora_salida;worked_hours;dias_trabajados;Horas_extra_diurnas;Horas_extra_nocturnas;Ausencias;salario_base;Valor_hora_sueldo;pago_horas_extra_diurnas;pago_horas_extra_nocturnas;auxilio_transporte;deduccion_salud;Total_devengado;deduccion_pension;Total_decucciones;Total_neto_a_pagar
622;Sherm Hanny;Support;9:13;16:51;7:38:00;18;11;7;0;26925889;186985.3403;2571048.429;1636121.727;0;1077035.56;31133059.16;1077035.56;2154071.12;28978988.04
623;Shem Michal;Marketing;9:18;17:26;8:08:00;18;11;7;0;27374799;190102.7708;2613913.099;1663399.245;0;1094991.96;31652111.34;1094991.96;2189983.92;29462127.42
624;Verna Bolt;Business Development;8:59;17:25;8:26:00;20;5;6;1;6918649;43241.55625;270259.7266;324311.6719;0;276745.96;7513220.398;276745.96;553491.92;6959728.478
625;Cherin Coupe;Sales;9:02;16:54;7:52:00;20;1;2;0;20354120;127213.25;159016.5625;318033.125;0;814164.8;20831169.69;814164.8;1628329.6;19202840.09
626;Ulrick Barrar;Product Management;9:17;16:49;7:32:00;18;6;11;2;27288751;189505.2153;1421289.115;2605696.71;0;1091550.04;31315736.82;1091550.04;2183100.08;29132636.74
627;Almeda Wildin;Legal;8:58;16:35;7:37:00;20;7;4;1;7446772;46542.325;407245.3438;232711.625;0;297870.88;8086728.969;297870.88;595741.76;7490987.209
628;Juliann Simioli;Legal;8:42;17:27;8:45:00;19;14;8;0;2323829;15288.34868;267546.102;152883.4868;162000;92953.16;2906258.589;92953.16;185906.32;2720352.269
629;Eilis Panner;Sales;9:14;17:12;7:58:00;20;19;10;2;2318249;14489.05625;344115.0859;181113.2031;162000;92729.96;3005477.289;92729.96;185459.92;2820017.369
630;Kira Keningham;Services;8:40;17:04;8:24:00;19;19;6;1;10238235;67356.80921;1599724.219;505176.0691;0;409529.4;12343135.29;409529.4;819058.8;11524076.49
631;Correna Tytterton;Human Resources;9:03;16:52;7:49:00;18;14;8;0;4172227;28973.79861;507041.4757;289737.9861;0;166889.08;4969006.462;166889.08;333778.16;4635228.302
632;Enos Nitto;Sales;8:52;17:16;8:24:00;20;6;13;2;3022784;18892.4;141693;307001.5;0;120911.36;3471478.5;120911.36;241822.72;3229655.78
633;Torrey Eyer;Business Development;9:04;17:11;8:07:00;18;9;12;1;18482523;128350.8542;1443947.109;1925262.813;0;739300.92;21851732.92;739300.92;1478601.84;20373131.08
634;Pail Meriet;Legal;9:17;16:39;7:22:00;18;12;9;1;2832230;19668.26389;295023.9583;221267.9688;0;113289.2;3348521.927;113289.2;226578.4;3121943.527
635;Carlota Baalham;Sales;9:00;16:38;7:38:00;19;1;5;0;18193677;119695.2434;149619.0543;748095.2714;0;727747.08;19091391.33;727747.08;1455494.16;17635897.17
636;Rem Worwood;Marketing;8:46;16:46;8:00:00;19;11;12;2;15792836;103900.2368;1428628.257;1558503.553;0;631713.44;18779967.81;631713.44;1263426.88;17516540.93
637;Bobby Sherebrook;Product Management;9:11;16:39;7:28:00;19;8;12;0;23926200;157409.2105;1574092.105;2361138.158;0;957048;27861430.26;957048;1914096;25947334.26
638;Anabella Dike;Legal;8:42;17:01;8:19:00;18;9;13;1;18204568;126420.6111;1422231.875;2054334.931;0;728182.72;21681134.81;728182.72;1456365.44;20224769.37
639;Arlie Jedrychowski;Human Resources;9:07;17:20;8:13:00;20;18;8;1;16335413;102096.3313;2297167.453;1020963.313;0;653416.52;19653543.77;653416.52;1306833.04;18346710.73
640;Yance O'Dyvoie;Human Resources;8:54;17:37;8:43:00;19;18;3;1;28030430;184410.7237;4149241.283;691540.2138;0;1121217.2;32871211.5;1121217.2;2242434.4;30628777.1
641;Bryce Todarini;Product Management;9:11;17:25;8:14:00;18;14;0;0;10786593;74906.89583;1310870.677;0;0;431463.72;12097463.68;431463.72;862927.44;11234536.24
642;Alina Poveleye;Legal;8:54;16:58;8:04:00;20;17;8;2;6515123;40719.51875;865289.7734;407195.1875;0;260604.92;7787607.961;260604.92;521209.84;7266398.121
643;Loydie Mordie;Product Management;8:52;17:35;8:43:00;19;4;10;1;14440263;95001.73026;475008.6513;1187521.628;0;577610.52;16102793.28;577610.52;1155221.04;14947572.24
644;Oswell Haslum;Services;9:02;16:46;7:44:00;20;1;5;1;22024355;137652.2188;172065.2734;860326.3672;0;880974.2;23056746.64;880974.2;1761948.4;21294798.24
645;Karolina Olenin;Services;9:12;16:38;7:26:00;18;19;1;2;11565053;80312.86806;1907430.616;100391.0851;0;462602.12;13572874.7;462602.12;925204.24;12647670.46
646;Violette Drillot;Training;8:57;17:19;8:22:00;20;13;5;0;19558207;122238.7938;1986380.398;763992.4609;0;782328.28;22308579.86;782328.28;1564656.56;20743923.3
647;Luciana Edgeson;Product Management;9:13;16:44;7:31:00;19;13;13;2;17497597;115115.7697;1870631.258;1870631.258;0;699903.88;21238859.52;699903.88;1399807.76;19839051.76
648;Chelsea Drillingcourt;Legal;9:13;17:17;8:04:00;19;2;13;2;22207552;146102.3158;365255.7895;2374162.632;0;888302.08;24946970.42;888302.08;1776604.16;23170366.26
649;Hulda Coughlan;Legal;8:45;17:35;8:50:00;19;10;9;1;21345784;140432.7895;1755409.868;1579868.882;0;853831.36;24681062.75;853831.36;1707662.72;22973400.03
650;Edith Stuehmeier;Accounting;8:59;17:20;8:21:00;19;0;1;2;13544489;89108.48026;0;111385.6003;0;541779.56;13655874.6;541779.56;1083559.12;12572315.48
651;Carilyn Pigny;Marketing;8:46;16:34;7:48:00;20;18;15;1;7148200;44676.25;1005215.625;837679.6875;0;285928;8991095.313;285928;571856;8419239.313
652;Sandor McGaugie;Sales;9:08;16:37;7:29:00;18;3;6;2;8694544;60378.77778;226420.4167;452840.8333;0;347781.76;9373805.25;347781.76;695563.52;8678241.73
653;Henrieta Skirling;Product Management;9:14;17:25;8:11:00;20;4;0;2;28387114;177419.4625;887097.3125;0;0;1135484.56;29274211.31;1135484.56;2270969.12;27003242.19
654;Erina Henze;Engineering;9:03;16:53;7:50:00;20;15;13;0;11010106;68813.1625;1290246.797;1118213.891;0;440404.24;13418566.69;440404.24;880808.48;12537758.21
655;Briana Dumphreys;Support;9:06;17:17;8:11:00;19;7;8;1;25134227;165356.7566;1446871.62;1653567.566;0;1005369.08;28234666.19;1005369.08;2010738.16;26223928.03
656;Adams Hawk;Training;9:00;17:12;8:12:00;19;6;10;2;16318380;107357.7632;805183.2237;1341972.039;0;652735.2;18465535.26;652735.2;1305470.4;17160064.86
657;Urbain Palfree;Services;8:59;17:33;8:34:00;19;11;8;2;6570541;43227.24342;594374.597;432272.4342;0;262821.64;7597188.031;262821.64;525643.28;7071544.751
658;Martina Moehler;Research and Development;8:49;17:37;8:48:00;20;8;5;1;15807456;98796.6;987966;617478.75;0;632298.24;17412900.75;632298.24;1264596.48;16148304.27
659;Drusy Raithby;Accounting;9:13;17:00;7:47:00;20;7;15;0;12918509;80740.68125;706480.9609;1513887.773;0;516740.36;15138877.73;516740.36;1033480.72;14105397.01
660;Johny Brimilcome;Sales;8:53;17:25;8:32:00;20;19;0;1;25142213;157138.8313;3732047.242;0;0;1005688.52;28874260.24;1005688.52;2011377.04;26862883.2
661;Suki Kike;Services;9:13;17:08;7:55:00;19;11;10;2;20051247;131916.0987;1813846.357;1648951.234;0;802049.88;23514044.59;802049.88;1604099.76;21909944.83
662;Gauthier Naden;Engineering;9:03;16:56;7:53:00;18;1;4;2;3660312;25418.83333;31773.54167;127094.1667;0;146412.48;3819179.708;146412.48;292824.96;3526354.748
663;Marti Georgel;Services;9:17;16:34;7:17:00;18;2;1;2;9262409;64322.28472;160805.7118;80402.8559;0;370496.36;9503617.568;370496.36;740992.72;8762624.848
664;Oliver Matskiv;Accounting;9:02;17:01;7:59:00;20;13;6;1;19832630;123953.9375;2014251.484;929654.5313;0;793305.2;22776536.02;793305.2;1586610.4;21189925.62
665;Jimmy Swindells;Business Development;9:03;16:38;7:35:00;20;19;5;2;14205745;88785.90625;2108665.273;554911.9141;0;568229.8;16869322.19;568229.8;1136459.6;15732862.59
666;Melli Greensitt;Marketing;9:18;17:19;8:01:00;19;13;0;1;23421670;154089.9342;2503961.431;0;0;936866.8;25925631.43;936866.8;1873733.6;24051897.83
667;York Wigan;Sales;9:03;17:16;8:13:00;18;12;10;1;27231361;189106.6736;2836600.104;2363833.42;0;1089254.44;32431794.52;1089254.44;2178508.88;30253285.64
668;Kellia Dyke;Support;9:14;16:56;7:42:00;19;6;15;1;21562602;141859.2237;1063944.178;2659860.444;0;862504.08;25286406.62;862504.08;1725008.16;23561398.46
669;Hewe Larderot;Sales;9:16;16:43;7:27:00;20;5;6;1;3794443;23715.26875;148220.4297;177864.5156;0;151777.72;4120527.945;151777.72;303555.44;3816972.505
670;Dara Greenrde;Legal;9:06;17:30;8:24:00;20;19;7;1;25870206;161688.7875;3840108.703;1414776.891;0;1034808.24;31125091.59;1034808.24;2069616.48;29055475.11
671;Joseito Linge;Legal;9:15;16:54;7:39:00;20;16;14;0;14464829;90405.18125;1808103.625;1582090.672;0;578593.16;17855023.3;578593.16;1157186.32;16697836.98
672;Shawna Henriksson;Training;8:48;16:43;7:55:00;19;15;14;1;20962356;137910.2368;2585816.941;2413429.145;0;838494.24;25961602.09;838494.24;1676988.48;24284613.61
673;Austine Pauls;Sales;9:01;17:02;8:01:00;18;1;7;1;2659596;18469.41667;23086.77083;161607.3958;0;106383.84;2844290.167;106383.84;212767.68;2631522.487
674;Lyda Whiteman;Business Development;9:06;17:23;8:17:00;20;19;2;1;6153216;38457.6;913368;96144;0;246128.64;7162728;246128.64;492257.28;6670470.72
675;Dedie MacEvilly;Business Development;9:03;17:13;8:10:00;18;1;5;0;14765817;102540.3958;128175.4948;640877.474;0;590632.68;15534869.97;590632.68;1181265.36;14353604.61
676;Ianthe Hallgalley;Support;8:45;17:30;8:45:00;20;5;14;0;8262537;51640.85625;322755.3516;903714.9844;0;330501.48;9489007.336;330501.48;661002.96;8828004.376
677;Viole Akker;Business Development;9:19;16:56;7:37:00;20;9;1;2;12760009;79750.05625;897188.1328;99687.57031;0;510400.36;13756884.7;510400.36;1020800.72;12736083.98
678;Stephannie Wakerley;Human Resources;8:55;17:11;8:16:00;18;15;3;2;11140579;77365.13194;1450596.224;290119.2448;0;445623.16;12881294.47;445623.16;891246.32;11990048.15
679;Clemence Edgin;Accounting;9:13;17:33;8:20:00;19;14;11;1;9304229;61212.03289;1071210.576;841665.4523;0;372169.16;11217105.03;372169.16;744338.32;10472766.71
680;Vasily Alvey;Support;8:47;16:45;7:58:00;20;14;8;1;23950273;149689.2063;2619561.109;1496892.063;0;958010.92;28066726.17;958010.92;1916021.84;26150704.33
681;Haleigh Macvain;Training;8:59;16:52;7:53:00;18;12;15;2;28715436;199412.75;2991191.25;3738989.063;0;1148617.44;35445616.31;1148617.44;2297234.88;33148381.43
682;Zebedee Wilmington;Sales;9:09;16:54;7:45:00;19;6;14;1;4173593;27457.84868;205933.8651;480512.352;0;166943.72;4860039.217;166943.72;333887.44;4526151.777
683;Linn Harriday;Services;9:09;17:19;8:10:00;18;13;9;1;26253704;182317.3889;2962657.569;2051070.625;0;1050148.16;31267432.19;1050148.16;2100296.32;29167135.87
684;Meridel Winthrop;Research and Development;9:10;17:12;8:02:00;18;14;1;1;3814709;26491.03472;463593.1076;33113.7934;0;152588.36;4311415.901;152588.36;305176.72;4006239.181
685;Caresa Titchener;Legal;9:05;16:46;7:41:00;20;2;14;1;16841508;105259.425;263148.5625;1842039.938;0;673660.32;18946696.5;673660.32;1347320.64;17599375.86
686;Renelle A'field;Support;9:14;17:27;8:13:00;20;10;4;2;27211931;170074.5688;2125932.109;850372.8438;0;1088477.24;30188235.95;1088477.24;2176954.48;28011281.47
687;Tandy Boatman;Legal;9:19;17:13;7:54:00;20;14;6;1;11082876;69267.975;1212189.563;519509.8125;0;443315.04;12814575.38;443315.04;886630.08;11927945.3
688;Tam Van Oort;Accounting;8:42;17:11;8:29:00;18;10;1;1;11483400;79745.83333;996822.9167;99682.29167;0;459336;12579905.21;459336;918672;11661233.21
689;Madelin Shilton;Support;8:45;17:22;8:37:00;18;6;6;1;13846146;96153.79167;721153.4375;721153.4375;0;553845.84;15288452.88;553845.84;1107691.68;14180761.2
690;Arlyne Hotson;Support;8:54;17:20;8:26:00;20;7;11;2;8162923;51018.26875;446409.8516;701501.1953;0;326516.92;9310834.047;326516.92;653033.84;8657800.207
691;Starr Halfhead;Training;8:57;16:30;7:33:00;20;5;14;1;5199694;32498.0875;203113.0469;568716.5313;0;207987.76;5971523.578;207987.76;415975.52;5555548.058
692;Kile Partener;Support;8:41;17:02;8:21:00;20;8;9;1;4196132;26225.825;262258.25;295040.5313;0;167845.28;4753430.781;167845.28;335690.56;4417740.221
693;Josselyn Southworth;Business Development;9:06;16:38;7:32:00;18;14;9;0;20460934;142089.8194;2486571.84;1598510.469;0;818437.36;24546016.31;818437.36;1636874.72;22909141.59
694;Gibbie Descroix;Training;8:40;17:31;8:51:00;18;4;2;2;15962909;110853.5347;554267.6736;277133.8368;0;638516.36;16794310.51;638516.36;1277032.72;15517277.79
695;Trixie Messent;Sales;8:40;17:04;8:24:00;20;9;15;0;12142224;75888.9;853750.125;1422916.875;0;485688.96;14418891;485688.96;971377.92;13447513.08
696;Herrick Shropshire;Services;9:00;17:04;8:04:00;19;15;7;2;16711478;109943.9342;2061448.766;962009.4243;0;668459.12;19734936.19;668459.12;1336918.24;18398017.95
697;Patton Skeffington;Services;8:56;16:49;7:53:00;19;2;4;2;9518456;62621.42105;156553.5526;313107.1053;0;380738.24;9988116.658;380738.24;761476.48;9226640.178
698;Joyce Soro;Marketing;8:57;17:27;8:30:00;19;20;0;1;9475288;62337.42105;1558435.526;0;0;379011.52;11033723.53;379011.52;758023.04;10275700.49
699;Margalo Winham;Research and Development;9:01;16:39;7:38:00;19;14;9;0;20432572;134424.8158;2352434.276;1512279.178;0;817302.88;24297285.45;817302.88;1634605.76;22662679.69
700;Frederick Taylour;Engineering;8:50;17:38;8:48:00;19;3;8;1;20802980;136861.7105;513231.4145;1368617.105;0;832119.2;22684828.52;832119.2;1664238.4;21020590.12
701;Donella Hirjak;Accounting;9:00;17:17;8:17:00;20;14;5;1;25494157;159338.4813;2788423.422;995865.5078;0;1019766.28;29278445.93;1019766.28;2039532.56;27238913.37
702;Cori Sissens;Training;8:53;17:35;8:42:00;20;13;1;1;25917661;161985.3813;2632262.445;202481.7266;0;1036706.44;28752405.17;1036706.44;2073412.88;26678992.29
703;Maddie Guttridge;Legal;8:41;17:31;8:50:00;19;20;12;0;13381116;88033.65789;2200841.447;1320504.868;0;535244.64;16902462.32;535244.64;1070489.28;15831973.04
704;Guntar Burdett;Product Management;9:15;16:46;7:31:00;18;2;10;0;17197447;119426.7153;298566.7882;1492833.941;0;687897.88;18988847.73;687897.88;1375795.76;17613051.97
705;Storm Courage;Business Development;8:53;17:04;8:11:00;19;0;11;0;11067619;72813.28289;0;1001182.64;0;442704.76;12068801.64;442704.76;885409.52;11183392.12
706;Otto Missen;Services;8:40;16:35;7:55:00;19;3;11;1;15604955;102664.1776;384990.6661;1411632.442;0;624198.2;17401578.11;624198.2;1248396.4;16153181.71
707;Radcliffe Erickssen;Legal;9:11;17:32;8:21:00;20;16;13;1;9429124;58932.025;1178640.5;957645.4063;0;377164.96;11565409.91;377164.96;754329.92;10811079.99
708;Peder Persitt;Training;8:46;17:28;8:42:00;20;15;12;0;7011160;43819.75;821620.3125;657296.25;0;280446.4;8490076.563;280446.4;560892.8;7929183.763
709;Daryl Kelland;Research and Development;8:51;17:28;8:37:00;18;16;3;2;11520867;80006.02083;1600120.417;300022.5781;0;460834.68;13421009.99;460834.68;921669.36;12499340.63
710;Patrizio Cribbins;Accounting;8:53;16:55;8:02:00;19;4;8;2;1808526;11898.19737;59490.98684;118981.9737;162000;72341.04;2148998.961;72341.04;144682.08;2004316.881
711;Britte Garmans;Research and Development;9:19;16:51;7:32:00;20;3;15;0;2128496;13303.1;49886.625;249433.125;162000;85139.84;2589815.75;85139.84;170279.68;2419536.07
712;Sutton Jakubovski;Legal;8:45;16:45;8:00:00;18;11;0;2;11419077;79299.14583;1090363.255;0;0;456763.08;12509440.26;456763.08;913526.16;11595914.1
713;Timmie Dolman;Support;8:43;17:21;8:38:00;19;5;6;2;4783999;31473.67763;196710.4852;236052.5822;0;191359.96;5216762.067;191359.96;382719.92;4834042.147
714;Merla Welberry;Sales;8:45;16:48;8:03:00;18;15;11;2;20516205;142473.6458;2671380.859;1959012.63;0;820648.2;25146598.49;820648.2;1641296.4;23505302.09
715;Amalle Forder;Research and Development;8:42;17:26;8:44:00;20;19;14;2;20380821;127380.1313;3025278.117;2229152.297;0;815232.84;25635251.41;815232.84;1630465.68;24004785.73
716;Kai Cattlow;Engineering;9:14;17:14;8:00:00;20;0;6;1;2527299;15795.61875;0;118467.1406;162000;101091.96;2807766.141;101091.96;202183.92;2605582.221
717;Tonnie Christofol;Support;9:00;16:52;7:52:00;18;2;3;2;6570957;45631.64583;114079.1146;171118.6719;0;262838.28;6856154.786;262838.28;525676.56;6330478.226
718;Tatiana Brewis;Business Development;8:40;17:34;8:54:00;19;4;14;2;10296531;67740.33553;338701.6776;1185455.872;0;411861.24;11820688.55;411861.24;823722.48;10996966.07
719;Kippy Capnor;Sales;9:12;17:28;8:16:00;19;6;11;2;28461279;187245.2566;1404339.424;2574622.278;0;1138451.16;32440240.7;1138451.16;2276902.32;30163338.38
720;Elie Ketteman;Services;9:18;17:19;8:01:00;19;11;0;2;8632833;56794.95395;780930.6168;0;0;345313.32;9413763.617;345313.32;690626.64;8723136.977
721;Darsey Ryburn;Engineering;8:47;17:12;8:25:00;18;11;4;0;4903841;34054.45139;468248.7066;170272.2569;0;196153.64;5542361.964;196153.64;392307.28;5150054.684
722;Noam Brownsmith;Training;8:48;17:22;8:34:00;20;9;5;2;19359526;120997.0375;1361216.672;756231.4844;0;774381.04;21476974.16;774381.04;1548762.08;19928212.08
723;Kathrine Carmen;Services;9:05;17:06;8:01:00;18;11;6;0;6960227;48334.90972;664605.0087;362511.8229;0;278409.08;7987343.832;278409.08;556818.16;7430525.672
724;Godfree Tordoff;Marketing;9:15;16:53;7:38:00;19;2;1;1;20374787;134044.6513;335111.6283;167555.8141;0;814991.48;20877454.44;814991.48;1629982.96;19247471.48
725;Karylin Wohler;Accounting;8:49;17:27;8:38:00;20;5;10;0;12429232;77682.7;485516.875;971033.75;0;497169.28;13885782.63;497169.28;994338.56;12891444.07
726;Emmalyn Dinsale;Training;8:50;17:20;8:30:00;18;2;13;2;6683764;46415.02778;116037.5694;754244.2014;0;267350.56;7554045.771;267350.56;534701.12;7019344.651
727;Libbi Tal;Engineering;8:49;17:15;8:26:00;18;7;0;1;18931254;131467.0417;1150336.615;0;0;757250.16;20081590.61;757250.16;1514500.32;18567090.29
728;Alissa Asee;Product Management;8:56;17:36;8:40:00;18;13;3;2;22091577;153413.7292;2492973.099;575301.4844;0;883663.08;25159851.58;883663.08;1767326.16;23392525.42
729;Pia Rawdales;Product Management;8:59;17:24;8:25:00;18;12;1;2;6821716;47373.02778;710595.4167;59216.28472;0;272868.64;7591527.701;272868.64;545737.28;7045790.421
730;Marvin Hegg;Legal;9:06;16:49;7:43:00;20;7;4;0;23497515;146859.4688;1285020.352;734297.3438;0;939900.6;25516832.7;939900.6;1879801.2;23637031.5
731;Aarika Mullan;Engineering;8:48;17:04;8:16:00;18;10;8;0;6779289;47078.39583;588479.9479;470783.9583;0;271171.56;7838552.906;271171.56;542343.12;7296209.786
732;Sonnie Ghilardi;Product Management;9:08;16:55;7:47:00;18;12;3;0;5704796;39616.63889;594249.5833;148562.3958;0;228191.84;6447607.979;228191.84;456383.68;5991224.299
733;Georgeanne McFeate;Legal;8:45;17:36;8:51:00;18;20;3;0;10256946;71228.79167;1780719.792;267107.9688;0;410277.84;12304773.76;410277.84;820555.68;11484218.08
734;Sonnie McBlain;Business Development;8:44;16:57;8:13:00;19;17;15;0;11082242;72909.48684;1549326.595;1367052.878;0;443289.68;13998621.47;443289.68;886579.36;13112042.11
735;Calvin Ronchi;Engineering;9:10;16:33;7:23:00;20;17;2;0;27560743;172254.6438;3660411.18;430636.6094;0;1102429.72;31651790.79;1102429.72;2204859.44;29446931.35
736;Kristine O'Dulchonta;Engineering;9:17;16:44;7:27:00;18;13;10;1;23769931;165068.9653;2682370.686;2063362.066;0;950797.24;28515663.75;950797.24;1901594.48;26614069.27
737;Kissiah Poleye;Services;9:09;17:27;8:18:00;20;19;13;1;17710173;110688.5813;2628853.805;1798689.445;0;708406.92;22137716.25;708406.92;1416813.84;20720902.41
738;Ruth Leatherbarrow;Human Resources;8:50;17:16;8:26:00;20;4;8;0;24843301;155270.6313;776353.1563;1552706.313;0;993732.04;27172360.47;993732.04;1987464.08;25184896.39
739;Cristina Audrey;Services;9:01;17:07;8:06:00;19;7;13;2;3871932;25473.23684;222890.8224;413940.0987;0;154877.28;4508762.921;154877.28;309754.56;4199008.361
740;Ladonna Dumbarton;Marketing;9:02;16:49;7:47:00;20;3;15;2;8139225;50870.15625;190763.0859;953815.4297;0;325569;9283803.516;325569;651138;8632665.516
741;Bibbye Crix;Business Development;8:56;16:39;7:43:00;20;15;4;1;2993598;18709.9875;350812.2656;93549.9375;0;119743.92;3437960.203;119743.92;239487.84;3198472.363
742;Loralyn Riddiford;Research and Development;8:59;17:31;8:32:00;18;1;9;1;3786110;26292.43056;32865.53819;295789.8438;0;151444.4;4114765.382;151444.4;302888.8;3811876.582
743;Skipp Roony;Business Development;9:13;17:34;8:21:00;20;1;2;1;19941378;124633.6125;155792.0156;311584.0313;0;797655.12;20408754.05;797655.12;1595310.24;18813443.81
744;Jessie Frankcom;Sales;9:11;17:38;8:27:00;19;6;15;2;4899836;32235.76316;241768.2237;604420.5592;0;195993.44;5746024.783;195993.44;391986.88;5354037.903
745;Cahra Woodburne;Support;8:56;16:38;7:42:00;18;4;5;0;26232200;182168.0556;910840.2778;1138550.347;0;1049288;28281590.63;1049288;2098576;26183014.63
746;Berty Dawes;Support;8:42;17:33;8:51:00;19;12;12;1;5031335;33100.88816;496513.3224;496513.3224;0;201253.4;6024361.645;201253.4;402506.8;5621854.845
747;Gates Lawson;Research and Development;8:51;16:32;7:41:00;18;2;4;0;8622285;59876.97917;149692.4479;299384.8958;0;344891.4;9071362.344;344891.4;689782.8;8381579.544
748;Fons Clulow;Legal;9:15;16:33;7:18:00;19;9;4;1;22270284;146515.0263;1648294.046;732575.1316;0;890811.36;24651153.18;890811.36;1781622.72;22869530.46
749;Gary Pill;Human Resources;9:09;17:28;8:19:00;19;16;13;2;21509134;141507.4605;2830149.211;2299496.234;0;860365.36;26638779.44;860365.36;1720730.72;24918048.72
750;Lolly Fadell;Legal;8:44;16:55;8:11:00;19;4;13;2;20948739;137820.6513;689103.2566;2239585.584;0;837949.56;23877427.84;837949.56;1675899.12;22201528.72
751;Thekla Mougel;Business Development;9:13;17:15;8:02:00;18;4;13;1;1300977;9034.5625;45172.8125;146811.6406;162000;52039.08;1654961.453;52039.08;104078.16;1550883.293
752;Netti Sollowaye;Accounting;8:52;17:07;8:15:00;19;1;8;1;26353840;173380.5263;216725.6579;1733805.263;0;1054153.6;28304370.92;1054153.6;2108307.2;26196063.72
753;Far Pappin;Research and Development;9:01;16:52;7:51:00;18;18;7;1;16247975;112833.1597;2538746.094;987290.1476;0;649919;19774011.24;649919;1299838;18474173.24
754;Barrett Scholes;Sales;9:11;17:03;7:52:00;18;14;8;0;18834468;130794.9167;2288911.042;1307949.167;0;753378.72;22431328.21;753378.72;1506757.44;20924570.77
755;Alva Ferriday;Training;9:12;17:29;8:17:00;18;12;3;1;27688427;192280.7431;2884211.146;721052.7865;0;1107537.08;31293690.93;1107537.08;2215074.16;29078616.77
756;Lynda Sink;Business Development;9:03;17:03;8:00:00;20;7;8;0;13576313;84851.95625;742454.6172;848519.5625;0;543052.52;15167287.18;543052.52;1086105.04;14081182.14
757;Petronille Harrow;Business Development;8:50;17:13;8:23:00;19;14;0;1;19512502;128371.7237;2246505.164;0;0;780500.08;21759007.16;780500.08;1561000.16;20198007
758;Cleavland Wark;Research and Development;9:06;17:25;8:19:00;19;19;2;0;4122518;27121.82895;644143.4375;67804.57237;0;164900.72;4834466.01;164900.72;329801.44;4504664.57
759;Ardine Canavan;Accounting;8:56;16:31;7:35:00;20;8;0;1;12644934;79030.8375;790308.375;0;0;505797.36;13435242.38;505797.36;1011594.72;12423647.66
760;Loralie Bento;Sales;8:52;16:31;7:39:00;19;8;7;0;5129743;33748.30921;337483.0921;295297.7056;0;205189.72;5762523.798;205189.72;410379.44;5352144.358
761;Booth MacKilroe;Support;9:06;16:51;7:45:00;19;18;2;2;21264246;139896.3553;3147667.993;349740.8882;0;850569.84;24761654.88;850569.84;1701139.68;23060515.2
762;Moses Maher;Accounting;8:52;17:30;8:38:00;18;1;14;1;7178413;49850.09028;62312.61285;872376.5799;0;287136.52;8113102.193;287136.52;574273.04;7538829.153
763;Kitti Wickerson;Marketing;8:48;17:13;8:25:00;20;19;5;1;28290396;176814.975;4199355.656;1105093.594;0;1131615.84;33594845.25;1131615.84;2263231.68;31331613.57
764;Cristal Waldram;Engineering;9:08;17:07;7:59:00;20;7;9;0;20428189;127676.1813;1117166.586;1436357.039;0;817127.56;22981712.63;817127.56;1634255.12;21347457.51
765;Rakel Cheatle;Sales;8:54;16:33;7:39:00;20;8;7;2;27306190;170663.6875;1706636.875;1493307.266;0;1092247.6;30506134.14;1092247.6;2184495.2;28321638.94
766;Anson Littlefair;Services;8:57;16:33;7:36:00;18;14;13;0;17069808;118540.3333;2074455.833;1926280.417;0;682792.32;21070544.25;682792.32;1365584.64;19704959.61
767;Briana Brunet;Services;9:11;16:32;7:21:00;20;14;10;2;18196801;113730.0063;1990275.109;1421625.078;0;727872.04;21608701.19;727872.04;1455744.08;20152957.11
768;Hillard Murt;Training;9:08;16:45;7:37:00;20;10;14;0;4714623;29466.39375;368329.9219;515661.8906;0;188584.92;5598614.813;188584.92;377169.84;5221444.973
769;Veradis Garrow;Human Resources;9:08;17:29;8:21:00;19;14;14;1;18547829;122025.1908;2135440.839;2135440.839;0;741913.16;22818710.68;741913.16;1483826.32;21334884.36
770;Weider Fedorchenko;Sales;8:46;16:34;7:48:00;20;10;6;1;11695068;73094.175;913677.1875;548206.3125;0;467802.72;13156951.5;467802.72;935605.44;12221346.06
771;Charlot Ellaway;Accounting;9:17;17:01;7:44:00;18;11;7;1;16920571;117503.9653;1615679.523;1028159.696;0;676822.84;19564410.22;676822.84;1353645.68;18210764.54
772;Stefan Seavers;Research and Development;8:58;16:56;7:58:00;19;17;6;0;28437716;187090.2368;3975667.533;1403176.776;0;1137508.64;33816560.31;1137508.64;2275017.28;31541543.03
773;Dorelia Keiley;Engineering;8:53;17:22;8:29:00;19;15;2;1;7505986;49381.48684;925902.8783;123453.7171;0;300239.44;8555342.595;300239.44;600478.88;7954863.715
774;Creighton O'Leagham;Marketing;9:00;17:19;8:19:00;19;14;3;0;4014659;26412.23026;462214.0296;99045.86349;0;160586.36;4575918.893;160586.36;321172.72;4254746.173
775;Myrwyn Poll;Business Development;8:51;16:56;8:05:00;20;19;12;0;20277804;126736.275;3009986.531;1901044.125;0;811112.16;25188834.66;811112.16;1622224.32;23566610.34
776;Orsola Ikins;Product Management;8:43;17:08;8:25:00;18;2;1;0;4022417;27933.45139;69833.62847;34916.81424;0;160896.68;4127167.443;160896.68;321793.36;3805374.083
777;Carita Hutchinges;Training;9:16;17:23;8:07:00;20;4;2;2;1339169;8369.80625;41849.03125;20924.51563;162000;53566.76;1563942.547;53566.76;107133.52;1456809.027
